,struct,PNG,dist,emin,emax
78,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/PARCHG-5.5-0.0_1.75.png,1.75,-5.5,0.0
79,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/16000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/16000/PARCHG-0.5-0.0_2.5.png,2.5,-0.5,0.0
80,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/8000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/8000/PARCHG-4.5-4.5_2.25.png,2.25,-4.5,4.5
81,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/0/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/0/PARCHG-1.5-1.5_1.75.png,1.75,-1.5,1.5
82,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/14000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/14000/PARCHG-4.5-0.0_2.25.png,2.25,-4.5,0.0
83,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/0/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/0/PARCHG-4.0-4.0_2.25.png,2.25,-4.0,4.0
84,/home/allouche/Works/STMBorophene/copiesBrutData/tests/005-delta3_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/20000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/005-delta3_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/20000/PARCHG-6.0-0.0_2.25.png,2.25,-6.0,0.0
85,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/8000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/8000/PARCHG-3.5-3.5_1.75.png,1.75,-3.5,3.5
86,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/12000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/12000/PARCHG-7.0-7.0_1.5.png,1.5,-7.0,7.0
87,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/14000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/14000/PARCHG-5.0-0.0_2.0.png,2.0,-5.0,0.0
88,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/4000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/4000/PARCHG-3.0-3.0_1.75.png,1.75,-3.0,3.0
89,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/14000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/14000/PARCHG-6.0-6.0_1.75.png,1.75,-6.0,6.0
90,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/PARCHG-3.5-3.5_2.25.png,2.25,-3.5,3.5
91,/home/allouche/Works/STMBorophene/copiesBrutData/tests/001-alpha_1L_1x2_3Ag_fcc111_F2_0deg_nvt/VASP/8000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/001-alpha_1L_1x2_3Ag_fcc111_F2_0deg_nvt/VASP/8000/PARCHG-2.0-0.0_1.75.png,1.75,-2.0,0.0
92,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/PARCHG-1.0-1.0_1.5.png,1.5,-1.0,1.0
93,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/12000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/12000/PARCHG-5.0-0.0_2.25.png,2.25,-5.0,0.0
94,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/10000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/10000/PARCHG-4.0-4.0_2.25.png,2.25,-4.0,4.0
95,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/16000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/16000/PARCHG-7.0-0.0_1.5.png,1.5,-7.0,0.0
96,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/12000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/12000/PARCHG-2.0-2.0_1.5.png,1.5,-2.0,2.0
97,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/14000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/006-delta4_1L_3x3_3Ag_fcc111_0deg_nvt/VASP/14000/PARCHG-6.5-6.5_2.25.png,2.25,-6.5,6.5
98,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/PARCHG-6.0-0.0_1.75.png,1.75,-6.0,0.0
99,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/4000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/4000/PARCHG-6.5-6.5_2.5.png,2.5,-6.5,6.5
100,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/20000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/20000/PARCHG-2.0-0.0_2.0.png,2.0,-2.0,0.0
101,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/14000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/14000/PARCHG-4.0-0.0_1.75.png,1.75,-4.0,0.0
102,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/10000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/10000/PARCHG-1.5-0.0_2.25.png,2.25,-1.5,0.0
103,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/4000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/4000/PARCHG-4.0-4.0_2.25.png,2.25,-4.0,4.0
104,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/20000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/007-delta6_1L_2x3_3Ag_fcc111_0deg_nvt/VASP/20000/PARCHG-1.5-1.5_1.5.png,1.5,-1.5,1.5
105,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/004-chi2_1L_1x1_3Ag_fcc111_F2_0deg_nvt/VASP/10000/PARCHG-7.0-7.0_2.5.png,2.5,-7.0,7.0
106,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/20000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/002-beta12_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/20000/PARCHG-1.5-0.0_1.75.png,1.75,-1.5,0.0
107,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/4000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/4000/PARCHG-4.0-0.0_2.25.png,2.25,-4.0,0.0
108,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/6000/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/003-beta13_1L_2x2_3Ag_fcc111_F2_0deg_nvt/VASP/6000/PARCHG-6.5-0.0_2.5.png,2.5,-6.5,0.0
109,/home/allouche/Works/STMBorophene/copiesBrutData/tests/005-delta3_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/POSCAR,/home/allouche/Works/STMBorophene/copiesBrutData/tests/005-delta3_1L_4x2_3Ag_fcc111_F2_0deg_nvt/VASP/0/PARCHG-6.5-0.0_1.75.png,1.75,-6.5,0.0
